,annual_income,education_category,living_place,family_size,age,working_years,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
34669,261000,2.0,5,2.0,24,1,False,False,False,False,36,False
2667,180000,3.0,3,2.0,36,4,False,False,False,False,16,False
17957,135000,1.0,3,2.0,22,1,False,False,False,True,22,False
2591,58500,3.0,3,2.0,40,13,True,False,False,True,50,False
6756,157500,3.0,3,2.0,53,9,True,False,False,False,50,False
18570,157500,3.0,3,2.0,55,1,False,False,False,False,8,False
6027,270000,4.0,3,1.0,52,10,True,False,True,True,52,False
1838,166500,3.0,3,3.0,55,22,True,True,False,True,15,False
32068,90000,1.0,3,2.0,31,0,False,False,False,True,58,False
3592,67500,3.0,3,3.0,32,9,True,True,True,True,9,False
2031,121500,1.0,3,3.0,30,2,False,True,False,False,30,False
9220,306000,3.0,3,4.0,35,4,False,True,True,False,16,False
32156,135000,3.0,3,2.0,30,0,False,False,False,True,44,False
26812,247500,3.0,5,1.0,32,0,False,False,True,False,18,False
20561,36000,3.0,4,3.0,36,15,True,True,False,True,22,False
21961,135000,3.0,3,2.0,30,3,False,False,False,True,10,False
31132,202500,1.0,3,2.0,37,3,False,False,False,False,14,False
2846,270000,2.0,3,2.0,30,9,True,False,False,False,23,False
22289,243000,3.0,3,1.0,40,5,True,False,True,False,33,False
33532,135000,3.0,3,4.0,38,17,True,True,False,True,53,False
32783,180000,1.0,3,2.0,27,1,False,False,True,False,48,False
20157,202500,1.0,3,2.0,42,21,True,True,False,True,41,False
21796,90000,3.0,3,4.0,43,21,True,True,False,True,16,False
11366,315000,3.0,3,2.0,59,2,False,False,True,False,22,False
10707,315000,1.0,3,3.0,45,8,True,True,True,False,19,False
21728,270000,1.0,3,4.0,42,6,True,True,False,True,25,False
13615,134419,1.0,3,1.0,28,1,False,False,False,True,41,False
3309,202500,2.0,3,1.0,38,3,False,False,False,True,7,False
15528,45000,1.0,3,3.0,30,0,False,True,False,False,13,False
13810,99000,3.0,3,2.0,60,14,True,False,False,False,60,False
3211,202500,3.0,3,2.0,47,4,False,False,True,False,52,False
33192,99000,3.0,3,3.0,42,1,False,True,False,False,4,False
23705,135000,3.0,3,3.0,29,4,False,True,False,True,22,False
4057,157500,3.0,3,3.0,24,6,True,True,True,False,34,False
28595,180000,3.0,3,4.0,33,14,True,True,True,False,31,False
815,166500,1.0,5,2.0,28,4,False,False,False,True,20,False
22176,45000,3.0,3,2.0,48,7,True,False,False,True,37,False
3791,180000,3.0,3,3.0,48,23,True,True,False,False,3,False
16136,202500,3.0,3,3.0,40,8,True,True,False,True,56,False
26701,211500,3.0,5,1.0,43,16,True,False,False,True,29,False
7578,85500,3.0,3,3.0,45,2,False,True,False,True,11,False
8397,112500,3.0,3,2.0,50,16,True,False,False,True,59,False
9044,112500,3.0,5,1.0,29,4,False,False,False,False,43,False
24796,135000,2.0,3,3.0,40,13,True,True,False,True,28,False
20958,202500,3.0,3,1.0,51,3,False,False,False,False,2,False
5946,112500,3.0,3,4.0,34,2,False,True,False,False,29,False
21487,135000,3.0,3,2.0,53,1,False,False,False,False,37,False
9657,211500,1.0,5,2.0,40,12,True,False,False,True,51,False
23885,112500,3.0,3,2.0,28,4,False,False,False,True,2,False
3605,225000,3.0,3,3.0,28,5,True,True,False,False,25,False
15344,315000,3.0,2,2.0,51,5,True,True,False,True,18,False
6740,238500,1.0,5,3.0,31,5,True,True,False,True,47,False
26997,225000,1.0,3,2.0,48,25,True,False,True,True,9,False
27167,90000,3.0,3,4.0,42,9,True,True,True,False,56,False
3161,90000,3.0,5,4.0,37,1,False,True,False,True,25,False
4311,315000,1.0,3,4.0,46,3,False,True,True,False,40,False
20248,112500,3.0,5,2.0,54,3,False,False,False,True,15,False
23594,202500,1.0,3,2.0,44,17,True,False,False,True,56,False
20220,135000,3.0,3,1.0,50,6,True,False,False,True,22,False
14020,180000,1.0,3,2.0,42,1,False,False,True,False,46,False
35938,180000,3.0,3,3.0,39,8,True,True,True,False,2,False
5893,360000,3.0,3,2.0,34,11,True,False,False,False,51,False
933,157500,3.0,1,4.0,40,6,True,True,False,True,38,False
10568,270000,3.0,3,3.0,34,14,True,True,False,False,55,False
4798,202500,1.0,3,1.0,38,5,True,False,False,False,16,False
31259,229500,3.0,3,1.0,45,3,False,False,False,True,10,False
18687,157500,1.0,3,2.0,46,27,True,False,False,True,33,False
24682,148500,3.0,3,3.0,35,7,True,True,False,True,42,False
9011,135000,3.0,5,3.0,30,6,True,True,False,False,46,False
28250,135000,3.0,3,4.0,40,10,True,True,True,True,36,False
29265,270000,3.0,3,1.0,41,6,True,False,True,True,36,False
9414,333000,1.0,3,3.0,31,4,False,True,True,False,54,False
32865,225000,2.0,3,4.0,40,22,True,True,True,False,40,False
13572,157500,3.0,3,3.0,44,3,False,True,False,False,34,False
1448,90000,3.0,3,2.0,58,3,False,False,False,False,45,False
35967,180000,2.0,3,1.0,24,1,False,False,False,False,15,False
3033,337500,1.0,3,2.0,36,14,True,False,False,False,36,False
32471,292500,3.0,3,4.0,40,19,True,True,False,True,16,False
30458,45000,3.0,3,2.0,50,10,True,False,False,True,54,False
28925,225000,3.0,3,3.0,33,7,True,True,False,False,48,False
13728,202500,3.0,3,2.0,27,7,True,False,False,True,51,False
17909,229500,3.0,3,3.0,59,11,True,True,False,False,43,False
15621,202500,3.0,3,1.0,29,8,True,False,True,True,17,False
26313,373500,3.0,3,1.0,56,4,False,False,True,False,18,False
30952,270000,3.0,3,2.0,48,4,False,False,False,True,33,False
5848,225000,3.0,3,2.0,41,15,True,False,False,False,31,False
33290,135000,0.0,3,2.0,61,0,False,False,True,True,40,False
33184,180000,1.0,2,2.0,49,5,True,False,False,False,28,False
31209,157500,3.0,3,1.0,51,0,False,False,True,False,41,False
22573,202500,3.0,2,2.0,48,1,False,False,False,False,25,False
12718,135000,3.0,3,2.0,27,7,True,False,True,False,30,False
24740,193500,3.0,3,2.0,46,5,True,False,False,False,5,False
15115,225000,1.0,3,2.0,60,7,True,False,False,False,36,False
24880,157500,3.0,4,4.0,42,5,True,True,False,False,17,False
19743,180000,2.0,3,1.0,53,5,True,False,False,True,58,False
35452,112500,3.0,3,2.0,50,1,False,False,False,False,28,False
33776,261000,3.0,3,2.0,30,7,True,False,False,True,32,False
32282,180000,3.0,3,2.0,40,12,True,False,False,False,36,False
10532,270000,3.0,3,3.0,39,6,True,True,False,False,17,False
29076,180000,1.0,3,2.0,27,1,False,False,False,False,45,False
1708,135000,3.0,3,1.0,46,18,True,False,False,False,36,False
22327,180000,3.0,3,2.0,35,1,False,False,True,False,14,False
32880,166500,3.0,3,3.0,38,10,True,True,False,False,23,False
15017,157500,2.0,3,3.0,24,4,False,True,False,False,41,False
28719,112500,3.0,3,1.0,56,7,True,False,False,True,8,False
22770,225000,3.0,3,1.0,52,5,True,False,False,False,21,False
33859,90000,3.0,3,2.0,39,0,False,False,False,True,31,False
23610,135000,3.0,3,2.0,44,20,True,False,False,True,3,False
32120,67500,3.0,3,4.0,33,1,False,True,False,False,10,False
25220,225000,3.0,3,3.0,39,6,True,True,True,False,37,False
32411,315000,1.0,5,3.0,32,1,False,True,False,True,17,False
34881,67500,3.0,3,1.0,54,29,True,False,False,False,24,False
9733,270000,1.0,3,4.0,43,20,True,True,False,True,15,False
5331,135000,1.0,3,3.0,43,7,True,True,False,False,16,False
5730,135000,3.0,3,2.0,29,1,False,False,True,True,39,False
8949,103500,3.0,3,2.0,46,4,False,False,False,True,8,False
31207,351000,3.0,3,1.0,47,11,True,False,False,False,24,False
33291,135000,0.0,3,2.0,61,0,False,False,True,True,12,False
24051,225000,1.0,3,3.0,37,2,False,True,False,True,14,False
12007,180000,3.0,3,2.0,40,1,False,False,False,False,20,False
27576,99000,1.0,5,2.0,28,1,False,False,False,False,52,False
33095,90000,3.0,3,2.0,38,3,False,False,False,True,14,False
5959,135000,1.0,3,3.0,33,1,False,True,True,False,15,False
1942,110250,1.0,3,1.0,38,15,True,False,True,False,44,False
4480,135000,3.0,4,3.0,28,7,True,True,False,True,52,False
4984,126000,1.0,3,2.0,31,2,False,False,False,False,14,False
13487,270000,1.0,3,2.0,36,6,True,False,False,True,41,False
15542,121500,3.0,3,2.0,48,8,True,False,False,False,12,False
21928,112500,3.0,3,3.0,41,4,False,True,False,False,44,False
6307,157500,1.0,3,2.0,38,11,True,False,False,True,32,False
4556,90000,3.0,5,3.0,28,4,False,True,False,False,3,False
33582,81000,3.0,3,1.0,48,1,False,False,False,True,5,False
27852,270000,1.0,3,2.0,48,1,False,False,True,True,27,False
11282,76500,3.0,3,2.0,48,9,True,False,False,True,50,False
13968,135000,3.0,3,4.0,40,14,True,True,True,False,36,False
15554,270000,3.0,3,2.0,54,12,True,False,False,True,10,False
11606,90000,3.0,3,1.0,51,27,True,False,False,False,55,False
4439,202500,3.0,3,2.0,54,9,True,False,False,False,13,False
24589,180000,3.0,3,2.0,59,2,False,False,False,False,52,False
28357,225000,1.0,3,1.0,40,5,True,False,False,False,47,False
19233,315000,3.0,3,2.0,49,11,True,False,False,False,8,False
14818,225000,3.0,3,3.0,37,4,False,True,True,True,40,False
35331,270000,3.0,3,2.0,60,4,False,False,True,True,56,False
34282,90000,3.0,3,2.0,31,9,True,False,False,True,28,False
22471,225000,1.0,3,1.0,51,4,False,False,False,True,39,False
179,166500,3.0,3,2.0,51,17,True,False,False,True,13,False
632,315000,1.0,3,2.0,36,7,True,False,False,True,43,False
22722,360000,3.0,3,2.0,42,15,True,False,False,True,5,False
15500,315000,3.0,3,2.0,53,11,True,False,False,False,35,False
23305,292500,1.0,3,2.0,51,25,True,False,False,False,27,False
11928,225000,3.0,3,2.0,53,8,True,False,False,True,5,False
1000,157500,3.0,3,2.0,45,9,True,False,False,False,60,False
31539,157500,3.0,3,2.0,34,7,True,False,False,False,16,False
30634,103500,3.0,3,2.0,52,8,True,False,False,False,45,False
2291,180000,3.0,3,2.0,50,5,True,True,False,True,61,False
1068,252000,3.0,3,2.0,60,4,False,False,True,True,30,False
32353,139500,3.0,3,2.0,50,22,True,False,False,True,33,False
19295,135000,3.0,3,2.0,49,14,True,False,False,False,30,False
18917,135000,2.0,3,2.0,29,5,True,False,False,True,2,False
6308,157500,1.0,3,2.0,38,11,True,False,False,True,46,False
32970,135000,1.0,3,2.0,32,1,False,False,True,True,35,False
5550,157500,2.0,5,3.0,32,7,True,True,False,False,40,False
13379,112500,3.0,3,2.0,51,17,True,False,False,False,60,False
9071,225000,1.0,3,1.0,46,1,False,False,False,False,61,False
25410,225000,1.0,3,4.0,32,3,False,True,False,False,24,False
9285,90000,1.0,3,2.0,24,2,False,False,False,True,3,False
26172,76500,3.0,3,2.0,57,1,False,False,False,False,34,False
2582,225000,3.0,3,2.0,32,4,False,True,False,True,57,False
23230,225000,1.0,3,2.0,33,10,True,False,True,False,5,False
11937,225000,1.0,3,4.0,45,8,True,True,False,True,47,False
31704,144000,1.0,3,1.0,35,2,False,False,False,False,12,False
35030,135000,1.0,3,4.0,35,13,True,True,False,False,54,False
17702,135000,3.0,3,2.0,27,4,False,False,True,True,9,False
20046,270000,1.0,3,2.0,56,17,True,False,True,True,21,False
13977,103500,3.0,3,1.0,42,1,False,False,True,False,29,False
35403,225000,1.0,3,2.0,33,8,True,False,True,False,27,False
11560,121500,3.0,3,4.0,29,4,False,True,False,False,10,False
30098,135000,3.0,3,1.0,26,2,False,False,False,False,6,False
9107,108000,3.0,3,2.0,33,6,True,False,False,True,11,False
13859,112500,3.0,3,2.0,32,4,False,False,False,True,10,False
26645,225000,1.0,3,2.0,46,8,True,False,False,True,2,False
11363,315000,3.0,3,2.0,59,2,False,False,True,False,47,False
28043,76500,3.0,3,2.0,49,6,True,False,True,True,51,False
13054,157500,3.0,3,2.0,52,1,False,False,True,False,5,False
5514,292500,1.0,3,2.0,44,6,True,False,True,False,14,False
18467,225000,1.0,3,1.0,37,9,True,False,False,False,27,False
10079,135000,1.0,3,1.0,24,3,False,False,False,False,24,False
23931,90000,3.0,3,3.0,38,3,False,True,False,True,13,False
19216,112500,3.0,3,3.0,31,2,False,True,True,False,54,False
27360,202500,3.0,3,4.0,36,7,True,True,False,False,46,False
22518,112500,1.0,5,2.0,54,4,False,False,False,False,4,False
10263,76500,3.0,3,3.0,43,24,True,True,False,True,41,False
23110,315000,1.0,3,2.0,37,6,True,True,False,False,34,False
11457,112500,3.0,3,1.0,53,1,False,False,False,False,1,False
19949,157500,1.0,3,2.0,40,4,False,True,True,False,50,False
6540,112500,1.0,3,2.0,35,3,False,False,False,False,33,False
15644,180000,3.0,3,2.0,31,2,False,True,True,False,29,False
15976,225000,3.0,3,1.0,48,1,False,False,False,False,5,False
17508,144000,1.0,3,2.0,46,9,True,False,False,False,19,False
14017,360000,1.0,3,3.0,41,6,True,True,True,True,22,False
27400,112500,1.0,3,1.0,47,6,True,False,False,True,11,False
16082,90000,3.0,2,3.0,38,19,True,True,False,True,24,False
32010,360000,1.0,1,3.0,41,7,True,True,False,True,48,False
27133,135000,3.0,3,2.0,45,3,False,False,True,False,8,False
17997,121500,3.0,3,3.0,44,2,False,True,False,True,34,False
9944,135000,3.0,3,1.0,45,3,False,False,True,False,36,False
7589,112500,3.0,3,4.0,34,7,True,True,True,True,23,False
6327,225000,1.0,3,4.0,36,2,False,True,True,False,45,False
33201,189000,1.0,3,1.0,22,0,False,False,False,False,3,False
13458,202500,4.0,3,3.0,39,2,False,True,False,True,31,False
27994,202500,3.0,3,2.0,62,0,False,False,False,False,23,False
25992,171000,1.0,3,3.0,30,5,True,True,False,True,13,False
22054,67500,3.0,3,4.0,38,2,False,True,True,True,12,False
10864,112500,4.0,3,4.0,38,15,True,True,True,True,35,False
34712,135000,3.0,3,2.0,46,9,True,False,False,True,16,False
4859,180000,4.0,3,1.0,40,3,False,False,False,False,11,False
29188,364500,3.0,3,2.0,22,1,False,False,False,False,16,False
28660,90000,3.0,3,4.0,35,4,False,True,False,False,19,False
9181,202500,3.0,2,1.0,63,18,True,False,False,True,20,False
8584,166500,1.0,3,2.0,34,7,True,True,False,True,20,False
15328,225000,1.0,3,1.0,26,1,False,False,True,True,38,False
16731,119250,3.0,3,2.0,48,1,False,False,False,True,26,False
2166,202500,3.0,3,2.0,57,4,False,False,False,False,26,False
5088,148500,3.0,3,4.0,32,1,False,True,True,False,58,False
903,90000,3.0,3,4.0,34,12,True,True,True,False,31,False
17489,135000,3.0,3,2.0,36,4,False,False,False,True,52,False
16481,139500,3.0,3,2.0,51,0,False,False,False,True,29,False
29434,180000,1.0,3,2.0,29,4,False,False,False,True,13,False
24865,180000,2.0,3,3.0,40,20,True,True,False,True,6,False
17729,337500,3.0,3,2.0,31,11,True,True,True,False,28,False
27168,90000,3.0,3,4.0,42,9,True,True,True,False,10,False
6776,225000,3.0,3,3.0,41,0,False,True,True,True,45,False
1542,135000,3.0,3,2.0,58,2,False,False,False,True,13,False
18762,270000,1.0,3,2.0,37,10,True,False,False,True,40,False
23829,135000,3.0,3,3.0,42,25,True,True,False,True,29,False
28552,112500,3.0,3,2.0,53,9,True,False,False,False,14,False
10845,225000,1.0,3,2.0,62,25,True,False,False,False,37,False
2759,202500,3.0,3,2.0,41,22,True,False,False,True,48,False
34591,135000,3.0,3,3.0,29,3,False,True,True,True,36,False
33638,315000,3.0,3,3.0,48,4,False,True,False,False,52,False
65,126000,1.0,3,4.0,34,4,False,True,False,True,22,False
31039,126000,4.0,3,2.0,53,15,True,False,False,True,12,False
31479,112500,3.0,3,2.0,40,2,False,False,True,True,53,False
29977,247500,3.0,5,1.0,31,2,False,False,True,True,21,False
13649,315000,3.0,3,2.0,38,4,False,False,False,True,34,False
35729,180000,3.0,3,2.0,36,10,True,True,False,True,4,False
6116,270000,1.0,3,2.0,33,0,False,False,True,False,36,False
12170,180000,1.0,3,1.0,25,4,False,False,False,False,32,False
16193,202500,3.0,3,3.0,43,24,True,True,False,False,49,False
31451,144000,1.0,3,1.0,36,13,True,False,False,False,15,False
31143,135000,3.0,3,2.0,56,20,True,False,False,True,29,False
12344,180000,3.0,3,2.0,42,5,True,True,False,False,16,False
5309,225000,3.0,3,2.0,41,7,True,False,False,True,50,False
10999,157500,3.0,3,2.0,49,6,True,False,False,True,29,False
666,117000,3.0,3,1.0,40,10,True,False,False,True,29,False
1067,202500,4.0,3,2.0,50,21,True,False,True,False,11,False
30805,72000,3.0,3,2.0,41,0,False,False,False,True,27,False
26383,54000,1.0,3,4.0,30,12,True,True,False,True,58,False
14605,324000,1.0,3,3.0,36,13,True,True,False,False,43,False
30462,45000,3.0,3,2.0,50,10,True,False,False,True,25,False
4607,270000,3.0,3,3.0,31,11,True,True,False,False,54,False
14242,180000,3.0,3,2.0,41,3,False,False,True,False,17,False
20801,58500,3.0,3,2.0,37,1,False,False,False,True,12,False
1697,270000,3.0,3,4.0,34,1,False,True,True,True,10,False
18854,306000,3.0,3,2.0,51,8,True,False,False,False,61,True
36132,112500,3.0,3,4.0,34,13,True,True,False,True,16,False
28786,180000,3.0,3,3.0,41,6,True,True,False,False,35,False
30324,135000,1.0,3,3.0,35,2,False,True,False,False,3,False
36188,72000,1.0,3,3.0,34,1,False,True,False,False,12,False
25625,225000,3.0,3,2.0,39,0,False,False,False,False,30,False
13681,135000,3.0,3,2.0,31,1,False,False,False,True,20,False
312,229500,2.0,0,2.0,50,3,False,False,False,False,32,False
15217,292500,1.0,3,2.0,51,13,True,False,False,True,33,False
19734,270000,3.0,3,1.0,35,2,False,False,False,False,54,False
36272,202500,3.0,5,2.0,37,3,False,False,False,False,27,True
14244,216000,3.0,3,2.0,49,17,True,False,False,True,54,False
19172,135000,3.0,3,1.0,57,9,True,False,False,False,31,False
29771,315000,1.0,3,2.0,30,2,False,False,False,True,32,False
22525,135000,3.0,3,2.0,36,2,False,False,False,True,31,False
3522,135000,3.0,3,3.0,39,0,False,True,False,False,30,False
30608,315000,1.0,3,2.0,56,30,True,False,False,True,36,False
15491,315000,3.0,3,2.0,53,11,True,False,False,False,36,False
10074,135000,1.0,3,1.0,24,3,False,False,False,False,32,False
34490,157500,3.0,3,1.0,46,11,True,False,False,False,17,False
14690,222750,1.0,3,2.0,46,3,False,False,True,False,25,False
8526,360000,1.0,3,1.0,39,6,True,False,False,True,13,False
35467,315000,1.0,3,4.0,36,5,True,True,True,True,31,False
6210,225000,1.0,3,4.0,40,12,True,True,True,False,24,False
1579,157500,1.0,3,3.0,39,6,True,True,True,True,14,False
33397,90000,3.0,3,1.0,53,0,False,False,False,False,13,False
5589,76500,3.0,3,2.0,53,8,True,False,True,True,3,False
452,180000,1.0,3,2.0,40,1,False,False,False,True,20,False
33322,157500,1.0,3,2.0,60,20,True,False,False,False,8,False
15162,112500,2.0,4,1.0,22,4,False,False,False,False,22,False
13624,112500,2.0,3,2.0,44,0,False,False,False,True,55,False
19312,315000,3.0,3,2.0,49,30,True,False,False,False,13,False
6125,112500,3.0,3,2.0,37,1,False,False,False,False,14,False
21129,157500,3.0,3,2.0,50,7,True,False,False,True,47,False
12422,135000,3.0,1,3.0,42,7,True,True,False,False,31,False
2177,360000,2.0,3,2.0,27,0,False,False,True,True,39,False
31603,157500,3.0,3,1.0,50,4,False,False,False,False,35,False
13800,225000,3.0,3,2.0,56,2,False,False,False,True,7,False
18470,185400,1.0,3,3.0,40,1,False,True,False,True,20,False
3492,337500,3.0,3,3.0,48,12,True,True,False,True,44,False
25000,135000,3.0,3,2.0,47,18,True,False,False,False,48,False
6605,135000,3.0,3,2.0,43,2,False,False,False,False,34,False
18935,292500,3.0,5,2.0,36,12,True,True,True,False,27,False
18452,216000,1.0,3,2.0,52,20,True,False,False,True,19,False
1358,157500,3.0,3,3.0,37,11,True,True,True,False,2,False
4764,112500,3.0,5,2.0,42,4,False,True,False,False,31,False
16518,324000,3.0,3,1.0,44,4,False,False,False,False,9,False
13420,157500,1.0,3,4.0,43,1,False,True,True,False,20,False
11015,99000,3.0,2,3.0,44,8,True,True,False,True,54,False
18435,135000,1.0,5,2.0,42,1,False,False,False,True,29,False
35390,292500,1.0,3,1.0,46,24,True,False,True,False,53,False
16610,360000,1.0,3,2.0,45,11,True,True,False,True,17,False
5551,157500,2.0,5,3.0,32,7,True,True,False,False,51,False
7918,270000,3.0,3,2.0,43,12,True,False,False,False,16,False
19180,90000,3.0,3,3.0,44,3,False,True,False,False,46,False
10791,117000,3.0,2,1.0,47,2,False,False,False,False,11,False
8692,112500,3.0,3,3.0,43,3,False,True,False,False,46,False
2976,202500,3.0,3,2.0,36,3,False,False,False,False,1,False
3772,202500,3.0,3,1.0,38,2,False,False,False,False,23,False
4862,90000,1.0,3,2.0,43,10,True,False,False,True,52,False
6790,112500,1.0,3,2.0,29,1,False,False,False,False,28,False
6619,135000,3.0,3,2.0,39,6,True,False,False,False,21,False
20789,135000,3.0,3,2.0,52,18,True,False,False,True,6,False
1936,270000,3.0,3,3.0,39,12,True,True,True,False,54,False
22622,135000,3.0,3,1.0,28,1,False,False,True,True,11,False
22149,135000,3.0,3,3.0,40,4,False,True,True,True,2,True
22051,90000,3.0,3,4.0,45,15,True,True,False,False,13,False
9031,135000,3.0,3,3.0,46,4,False,True,False,False,1,False
19653,157500,1.0,3,4.0,36,10,True,True,False,False,39,False
12023,225000,1.0,3,4.0,28,2,False,True,False,False,16,False
29595,144000,1.0,3,2.0,26,2,False,False,False,True,6,False
28521,225000,3.0,3,1.0,28,1,False,False,False,True,38,False
17452,315000,3.0,3,3.0,48,7,True,True,True,True,17,False
7953,126000,3.0,3,2.0,29,2,False,False,True,False,10,False
24305,225000,1.0,3,3.0,33,0,False,True,False,False,14,False
25976,180000,1.0,3,4.0,30,5,True,True,False,True,24,False
31395,135000,1.0,3,3.0,37,1,False,True,False,False,7,False
14581,135000,3.0,3,5.0,30,8,True,True,False,True,44,False
7856,135000,3.0,3,3.0,41,0,False,True,False,True,28,False
21852,67500,3.0,3,2.0,30,5,True,True,False,True,5,False
7032,225000,3.0,3,2.0,53,2,False,False,True,False,37,False
33636,315000,3.0,3,3.0,48,4,False,True,False,False,12,False
31756,130500,3.0,3,1.0,57,5,True,False,False,True,51,False
17158,180000,4.0,3,2.0,35,6,True,False,False,False,59,False
8174,157500,1.0,3,2.0,25,1,False,False,False,False,28,False
14168,157500,3.0,3,2.0,49,12,True,False,False,False,53,False
5170,130500,3.0,3,2.0,37,15,True,False,False,False,54,False
22686,225000,3.0,3,2.0,39,2,False,False,True,True,49,False
11141,157500,1.0,3,2.0,45,1,False,False,True,True,35,False
18859,315000,3.0,5,3.0,28,0,False,True,True,True,41,False
24817,135000,3.0,3,3.0,30,0,False,True,False,True,18,False
20672,112500,3.0,3,2.0,41,4,False,False,False,True,53,False
2228,126000,1.0,3,5.0,41,0,False,True,True,False,14,False
11319,225000,1.0,3,2.0,32,0,False,False,True,True,31,False
28769,261000,3.0,3,2.0,54,7,True,False,False,False,42,False
9928,90000,1.0,3,3.0,28,6,True,True,False,False,25,False
7158,157500,3.0,3,1.0,32,5,True,False,False,True,18,False
30527,225000,3.0,2,3.0,34,3,False,True,True,True,22,False
9193,112500,1.0,3,3.0,33,8,True,True,False,False,8,False
21533,135000,3.0,3,2.0,41,14,True,False,True,True,58,False
9821,225000,1.0,3,2.0,28,1,False,False,False,True,50,False
9917,117000,3.0,3,3.0,38,1,False,True,False,False,4,False
31494,202500,1.0,3,2.0,35,2,False,False,False,True,45,False
5384,225000,3.0,3,2.0,45,8,True,False,True,False,31,False
27029,270000,1.0,3,3.0,47,3,False,True,True,False,14,False
22697,90000,3.0,3,2.0,54,13,True,False,False,True,55,False
4481,135000,3.0,4,3.0,28,7,True,True,False,True,29,False
2294,112500,3.0,3,3.0,41,9,True,True,True,True,42,False
32786,180000,1.0,3,2.0,27,1,False,False,True,False,49,False
10615,225000,2.0,3,1.0,25,2,False,False,False,False,27,False
16295,121500,3.0,3,1.0,45,7,True,False,False,True,7,False
31814,225000,3.0,3,4.0,28,9,True,True,True,False,59,False
24528,180000,2.0,3,2.0,37,11,True,False,True,False,4,False
29723,202500,1.0,3,3.0,44,5,True,True,False,True,53,False
19053,67500,3.0,3,1.0,53,8,True,False,False,False,12,False
2542,157500,3.0,3,1.0,55,2,False,False,False,False,7,False
17251,270000,3.0,3,2.0,54,2,False,False,True,False,18,False
35258,202500,3.0,3,2.0,58,8,True,False,True,False,48,False
27315,67500,3.0,2,2.0,46,8,True,False,False,True,5,False
21661,112500,3.0,3,3.0,40,2,False,True,False,False,37,False
22703,112500,3.0,3,2.0,47,3,False,False,True,False,39,False
4973,94500,3.0,3,2.0,26,3,False,False,False,False,19,False
3845,180000,2.0,3,4.0,37,8,True,True,False,True,60,False
19990,135000,1.0,3,3.0,28,2,False,True,False,False,23,False
22164,225000,3.0,5,4.0,33,6,True,True,False,False,38,False
30777,360000,1.0,3,2.0,51,14,True,False,True,True,15,False
35394,292500,1.0,3,1.0,46,24,True,False,True,False,43,False
36185,270000,3.0,3,2.0,35,6,True,False,False,False,32,False
18129,135000,3.0,3,2.0,48,6,True,False,False,False,42,False
7584,112500,3.0,3,4.0,34,7,True,True,True,True,23,False
34867,202500,3.0,3,3.0,42,6,True,True,True,False,9,False
17751,90000,3.0,3,4.0,52,7,True,True,False,False,5,False
14202,180000,1.0,3,5.0,43,20,True,True,False,False,34,False
24396,247500,3.0,3,2.0,38,4,False,False,False,False,30,False
34398,67500,3.0,3,2.0,53,6,True,False,False,False,7,False
30328,315000,2.0,3,2.0,43,6,True,False,True,True,24,False
14183,135000,3.0,3,2.0,51,10,True,False,True,True,18,False
6123,112500,3.0,3,2.0,37,1,False,False,False,False,49,False
9932,135000,3.0,3,2.0,37,7,True,False,True,False,12,False
31889,180000,3.0,3,2.0,32,2,False,False,True,False,24,False
28967,180000,3.0,3,2.0,44,3,False,False,True,False,31,False
32893,135000,3.0,3,2.0,56,6,True,False,False,False,14,False
23837,265500,1.0,3,1.0,60,8,True,False,False,False,59,False
17397,121500,3.0,3,3.0,25,0,False,True,False,False,32,False
28140,234000,3.0,3,4.0,33,3,False,True,True,True,49,False
22408,202500,3.0,3,2.0,50,19,True,False,True,False,55,False
12479,103500,3.0,3,2.0,28,1,False,False,False,True,2,True
29130,135000,3.0,3,2.0,44,14,True,True,False,False,32,False
18124,157500,1.0,5,2.0,36,0,False,False,False,False,10,False
4129,112500,3.0,5,4.0,40,1,False,True,False,False,51,False
34256,202500,3.0,5,4.0,30,2,False,True,False,False,32,False
31895,112500,3.0,3,2.0,35,6,True,False,False,True,17,False
24400,247500,3.0,3,2.0,38,4,False,False,False,False,28,False
27118,225000,2.0,3,2.0,33,0,False,False,False,True,32,False
4784,90000,3.0,3,3.0,33,6,True,True,False,True,31,False
2710,135000,3.0,3,5.0,32,2,False,True,True,True,15,False
28747,157500,3.0,3,3.0,37,9,True,True,True,False,24,False
23687,73350,3.0,3,4.0,39,19,True,True,False,False,51,False
26387,225000,1.0,5,3.0,30,5,True,True,False,False,36,False
29296,135000,4.0,3,2.0,34,1,False,False,False,False,13,False
1641,90000,3.0,3,3.0,48,19,True,True,False,True,32,False
28114,135000,3.0,3,2.0,39,20,True,True,False,False,34,False
21611,135000,3.0,3,2.0,52,0,False,False,False,False,5,False
30576,360000,3.0,3,2.0,31,11,True,False,True,True,45,False
17406,135000,1.0,3,1.0,53,0,False,False,False,True,3,False
36303,90000,1.0,3,2.0,28,6,True,False,False,True,42,False
28232,112500,3.0,4,2.0,43,24,True,False,False,False,51,False
12920,157500,3.0,3,2.0,55,8,True,False,False,False,59,False
11331,90000,3.0,3,3.0,38,1,False,True,False,True,32,False
13317,225000,1.0,3,2.0,40,4,False,True,True,False,7,False
28703,180000,2.0,5,2.0,29,2,False,False,False,False,9,False
