,annual_income,living_place,age,working_years,employed,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
24776,270000,3,56,7,True,True,False,False,True,60,False
34438,130500,3,42,9,True,True,True,False,False,60,False
24522,112500,3,28,0,True,False,False,False,True,60,False
21872,360000,3,52,2,True,False,False,False,False,60,False
15837,157500,3,39,10,True,True,True,False,False,60,False
29205,207000,3,61,9,True,True,False,True,False,60,False
27093,270000,3,30,1,True,False,True,False,False,60,False
9125,180000,3,63,5,True,False,False,False,False,60,False
22502,157500,3,49,25,True,True,False,False,False,60,False
22588,135000,2,45,25,True,True,True,False,False,60,False
30942,270000,3,50,1,True,False,False,False,True,60,False
15698,270000,3,24,4,True,False,False,True,False,60,False
14165,225000,3,47,1,True,False,False,True,False,60,False
23607,135000,3,44,20,True,True,False,False,True,60,False
14223,117000,3,48,14,True,True,False,False,False,60,False
14643,202500,3,36,10,True,True,True,True,True,60,False
2676,180000,3,32,7,True,True,True,True,True,60,False
12628,225000,3,54,10,True,True,False,False,False,60,False
28759,157500,3,28,6,True,True,False,True,False,60,False
24821,135000,3,30,0,True,False,True,False,True,60,False
27116,247500,3,21,2,True,False,False,True,False,60,False
1606,135000,3,37,1,True,False,True,False,False,60,False
9883,139500,3,23,1,True,False,False,False,True,60,False
11908,292500,3,51,29,True,True,False,False,False,60,False
28809,112500,3,46,11,True,True,False,False,True,60,False
24434,135000,3,27,8,True,True,True,False,True,60,False
28594,180000,3,33,14,True,True,True,True,False,60,False
13928,135000,3,27,6,True,True,True,True,False,60,False
15966,265500,3,43,9,True,True,False,False,True,60,False
23544,202500,3,41,14,True,True,False,False,True,60,False
12929,135000,3,54,4,True,False,False,False,False,60,False
19247,126000,3,22,1,True,False,False,False,False,60,False
14121,202500,3,43,17,True,True,True,False,True,60,False
6177,135000,3,27,1,True,False,True,False,False,60,False
13913,225000,3,22,2,True,False,False,True,False,60,False
29480,225000,3,38,8,True,True,False,False,True,60,False
20669,112500,3,32,4,True,False,True,False,True,60,False
28122,135000,3,39,20,True,True,True,False,False,60,False
21995,247500,3,42,3,True,False,False,True,True,60,False
12120,91530,3,59,4,True,False,False,False,True,60,False
27714,157500,0,60,0,True,False,False,True,True,60,False
4477,135000,4,28,7,True,True,True,False,True,60,False
27122,225000,3,33,0,True,False,False,False,True,60,False
26070,306000,3,51,23,True,True,False,False,False,60,False
20449,247500,3,46,11,True,True,False,False,True,60,False
27092,270000,3,30,1,True,False,True,False,False,60,False
11013,99000,2,44,8,True,True,True,False,True,60,False
11445,180000,2,58,1,True,False,False,False,False,60,False
31148,112500,3,37,0,True,False,False,False,True,60,False
28243,180000,3,42,11,True,True,False,True,False,60,False
18371,225000,3,48,6,True,True,False,False,False,60,False
2187,270000,3,26,4,True,False,False,False,False,60,False
13639,135000,3,36,7,True,True,False,False,True,60,False
16627,112500,3,44,4,True,False,True,True,True,60,False
28135,90000,3,31,5,True,False,True,True,True,60,False
22234,360000,3,46,7,True,True,True,False,False,60,False
35589,126000,3,40,0,True,False,True,True,False,60,False
29422,112500,3,40,0,True,False,True,False,False,60,False
19979,112500,3,53,6,True,True,False,False,False,60,False
27670,225000,3,32,6,True,True,False,True,False,60,False
30222,157500,3,22,0,True,False,False,False,False,60,False
32044,135000,3,58,0,True,False,False,False,True,60,False
13472,292500,3,48,2,True,False,False,False,True,60,False
11718,360000,3,49,7,True,True,False,False,True,60,False
25930,225000,2,33,1,True,False,False,False,False,60,False
1945,110250,3,38,15,True,True,False,True,False,60,False
34281,90000,3,31,9,True,True,False,False,True,60,False
24392,157500,3,30,2,True,False,True,False,False,60,False
10662,135000,3,42,5,True,False,False,False,True,60,False
17693,148500,3,35,5,True,False,True,True,True,60,False
34347,292500,3,25,2,True,False,True,False,False,60,False
26290,135000,3,39,9,True,True,False,True,True,60,False
11667,90000,3,59,4,True,False,False,False,False,60,False
6759,157500,3,53,9,True,True,False,False,False,60,False
35598,157500,3,33,4,True,False,False,False,True,60,False
23414,180000,2,29,4,True,False,True,False,False,60,False
7193,135000,3,25,2,True,False,False,True,True,60,False
22364,270000,3,40,16,True,True,False,False,False,60,False
26593,270000,3,23,2,True,False,False,True,True,60,False
2563,112500,3,27,4,True,False,False,True,False,60,False
7005,90000,3,32,14,True,True,False,True,True,60,False
30767,112500,3,40,7,True,True,True,False,False,60,False
1583,337500,3,46,12,True,True,False,False,True,60,False
34590,135000,3,29,3,True,False,True,True,True,60,False
36035,180000,3,27,0,True,False,False,False,True,60,False
16595,144000,3,45,1,True,False,False,True,False,60,False
31526,225000,3,27,3,True,False,True,True,True,60,False
15537,121500,3,48,8,True,True,False,False,False,60,False
8452,193500,3,57,19,True,True,False,False,False,60,False
11459,162000,3,54,18,True,True,False,False,False,60,False
25145,180000,3,52,13,True,True,False,False,True,60,False
24129,225000,0,39,9,True,True,False,False,True,60,False
1493,180000,3,47,8,True,True,False,True,False,60,False
3646,180000,3,29,6,True,True,False,False,True,60,False
29579,222750,3,48,12,True,True,False,False,True,60,False
31495,202500,3,35,2,True,False,False,False,True,60,False
23877,270000,3,26,0,True,False,False,False,False,60,False
36179,215100,3,52,3,True,False,False,True,True,60,True
5915,337500,3,28,7,True,True,True,False,False,60,False
28124,202500,3,29,1,True,False,False,False,True,60,False
10570,270000,3,37,7,True,True,True,False,True,60,False
3194,261000,3,23,2,True,False,False,False,True,60,False
11130,225000,3,29,1,True,False,False,True,False,60,False
34745,135000,5,31,0,True,False,True,False,False,60,False
35761,135000,5,27,5,True,False,False,False,True,60,False
15064,135000,3,48,5,True,False,False,True,True,60,False
9914,202500,3,23,0,True,False,False,False,True,60,False
16589,157500,3,42,5,True,False,True,False,False,60,False
36254,247500,3,41,1,True,False,False,False,True,60,True
18910,180000,3,32,4,True,False,True,False,False,60,False
29335,180000,3,54,6,True,True,False,False,True,60,False
33399,90000,3,53,0,True,False,False,False,False,60,False
19493,81000,3,27,5,True,False,False,False,True,60,False
3492,337500,3,48,12,True,True,True,False,True,60,False
23417,157500,3,25,3,True,False,False,False,False,60,False
29278,135000,3,33,6,True,True,True,False,False,60,False
13878,135000,3,51,5,True,False,True,False,True,60,False
1627,270000,3,35,4,True,False,False,True,False,60,False
19438,112500,3,38,7,True,True,True,True,False,60,False
22285,243000,3,40,5,True,False,False,True,False,60,False
31343,135000,3,55,4,True,False,False,False,False,60,False
763,135000,3,38,8,True,True,False,False,False,60,False
25579,247500,3,44,13,True,True,False,True,True,60,False
12072,157500,3,26,2,True,False,False,False,False,60,False
4002,180000,3,51,4,True,False,False,False,True,60,False
7091,108000,3,39,5,True,False,True,True,False,60,False
35358,247500,3,39,5,True,False,False,True,True,60,False
7956,225000,3,41,3,True,False,True,True,False,60,False
33491,180000,3,49,8,True,True,False,False,True,60,False
3822,225000,3,47,1,True,False,False,True,False,60,False
14680,157500,3,38,11,True,True,True,True,True,60,False
23808,117000,3,46,20,True,True,False,False,True,60,False
19267,247500,3,37,6,True,True,True,True,False,60,False
194,315000,3,28,3,True,False,False,False,False,60,False
29959,135000,3,50,4,True,False,False,True,False,60,False
21961,135000,3,30,3,True,False,False,False,True,60,False
23388,202500,3,28,1,True,False,True,False,False,60,False
8282,202500,3,67,21,True,True,False,False,True,60,False
20071,171000,4,46,1,True,False,False,False,False,60,False
1719,270000,3,37,7,True,True,True,True,False,60,False
6560,202500,3,36,7,True,True,False,True,False,60,False
6670,202500,3,49,3,True,False,True,False,False,60,False
11288,157500,3,48,10,True,True,False,False,False,60,False
24245,270000,3,49,13,True,True,False,False,True,60,False
33467,180000,3,28,2,True,False,True,False,True,60,False
23555,157500,3,50,12,True,True,True,False,True,60,False
10523,270000,3,39,6,True,True,True,False,False,60,False
14335,288000,3,44,0,True,False,False,False,True,60,False
15447,135000,3,42,2,True,False,True,False,False,60,False
33382,135000,3,47,1,True,False,True,False,False,60,False
21819,256500,3,37,2,True,False,False,True,True,60,False
15855,157500,3,39,10,True,True,True,False,False,60,False
14591,247500,3,43,10,True,True,True,True,False,60,False
641,144000,3,33,2,True,False,True,False,True,60,False
10343,261000,3,43,4,True,False,False,True,True,60,False
4229,202500,3,36,5,True,False,True,True,False,60,False
5535,180000,2,31,1,True,False,False,False,False,60,False
30011,247500,3,52,2,True,False,False,False,True,60,False
10268,45000,3,30,1,True,False,True,False,True,60,False
18568,270000,3,24,2,True,False,False,True,True,60,False
2880,180000,3,52,3,True,False,False,False,True,60,False
19377,247500,3,55,9,True,True,False,False,True,60,False
28822,157500,3,36,8,True,True,True,False,False,60,False
13874,157500,3,22,3,True,False,False,True,True,60,False
10102,225000,3,38,5,True,False,False,False,False,60,False
27509,225000,3,38,7,True,True,True,False,True,60,False
6934,180000,3,43,8,True,True,True,False,False,60,False
9152,99000,3,50,22,True,True,False,False,True,60,False
28173,315000,3,42,16,True,True,True,True,False,60,False
17405,135000,3,53,0,True,False,False,False,True,60,False
13650,315000,3,38,4,True,False,False,False,True,60,False
16044,207000,3,35,4,True,False,True,False,False,60,False
20578,225000,3,24,0,True,False,False,False,True,60,False
15667,180000,3,45,2,True,False,False,True,True,60,False
29689,72000,5,25,3,True,False,False,False,True,60,False
14019,360000,3,41,6,True,True,True,True,True,60,False
8512,225000,3,43,10,True,True,True,False,False,60,False
33833,360000,3,43,6,True,True,True,False,True,60,False
25568,180000,3,28,0,True,False,False,False,True,60,False
26119,72000,3,26,3,True,False,False,False,False,60,False
8344,180000,3,48,3,True,False,False,False,False,60,False
1197,112500,3,41,5,True,False,True,True,False,60,False
32257,225000,5,29,9,True,True,True,False,False,60,False
17690,112500,3,36,6,True,True,True,True,True,60,False
5874,247500,3,54,16,True,True,False,False,False,60,False
14924,180000,3,51,5,True,False,False,False,False,60,False
9888,157500,3,29,3,True,False,False,False,False,60,False
30432,112500,3,51,12,True,True,False,True,False,60,False
29193,112500,3,35,6,True,True,True,False,False,60,False
32350,139500,3,50,22,True,True,False,False,True,60,False
27341,270000,3,32,2,True,False,False,False,True,60,False
34732,225000,3,30,6,True,True,False,True,False,60,False
17071,157500,3,50,1,True,False,False,False,True,60,False
18335,337500,5,29,3,True,False,False,True,False,60,False
28768,202500,3,43,2,True,False,True,False,True,60,False
28551,157500,3,32,3,True,False,False,False,False,60,False
2421,180000,3,30,4,True,False,False,False,True,60,False
31504,126000,3,51,20,True,True,False,False,False,60,False
17819,135000,3,49,1,True,False,True,True,True,60,False
20158,202500,3,42,21,True,True,True,False,True,60,False
25646,157500,3,52,2,True,False,False,False,True,60,False
25959,292500,3,33,1,True,False,True,False,False,60,True
5356,108000,2,52,16,True,True,False,True,False,60,False
23206,126000,3,28,2,True,False,False,True,False,60,False
17514,157500,3,49,9,True,True,False,False,True,60,False
11640,112500,3,27,4,True,False,True,False,False,60,False
16886,122400,3,57,3,True,False,False,False,True,60,False
14645,135000,3,34,2,True,False,False,True,False,60,False
30572,157500,3,30,11,True,True,True,False,True,60,False
30685,148500,3,33,3,True,False,False,False,True,60,False
17789,198000,3,26,0,True,False,True,False,False,60,False
26150,126000,3,52,9,True,True,False,False,False,60,False
35895,180000,3,39,8,True,True,False,False,False,60,False
4157,270000,3,39,11,True,True,False,True,False,60,False
15295,135000,3,36,4,True,False,False,False,False,60,False
17741,247500,3,30,6,True,True,False,False,True,60,False
20460,121500,3,60,14,True,True,False,False,True,60,False
6521,112500,3,49,2,True,False,False,False,False,60,False
32052,108000,3,38,2,True,False,True,False,False,60,False
34893,135000,3,51,1,True,False,False,False,True,60,False
11240,162000,3,40,12,True,True,True,False,False,60,False
33454,315000,3,48,1,True,False,False,False,True,60,False
26355,90000,3,38,6,True,True,True,True,False,60,False
8163,202500,3,52,24,True,True,False,False,False,60,False
4205,202500,3,23,2,True,False,False,False,True,60,False
3712,180000,3,56,1,True,False,False,False,False,60,False
34576,157500,5,22,1,True,False,False,False,False,60,False
29033,270000,3,44,13,True,True,False,False,False,60,False
2273,202500,3,51,10,True,True,False,False,False,60,False
13128,292500,3,59,9,True,True,False,True,False,60,False
19172,135000,3,57,9,True,True,False,False,False,60,False
24745,81000,3,41,5,True,False,True,False,True,60,False
13443,90000,3,39,0,True,False,False,False,False,60,False
28678,202500,3,43,9,True,True,False,True,True,60,False
12633,45000,3,43,3,True,False,False,False,True,60,False
28696,135000,2,50,4,True,False,False,False,False,60,False
28927,225000,3,33,7,True,True,True,False,False,60,False
7722,81000,3,31,4,True,False,False,False,False,60,False
5448,67500,3,54,5,True,False,False,False,True,60,False
35847,126000,3,48,2,True,False,False,False,False,60,False
14579,135000,3,30,8,True,True,True,False,True,60,False
32800,135000,3,41,9,True,True,False,False,False,60,False
16683,180000,5,30,4,True,False,False,True,False,60,False
143,135000,3,48,4,True,False,False,True,False,60,False
128,157500,3,37,13,True,True,False,False,True,60,False
25300,360450,3,51,23,True,True,False,True,False,60,False
13320,103500,3,48,23,True,True,False,False,True,60,False
19804,225000,3,47,0,True,False,True,True,False,60,False
26413,112500,3,37,0,True,False,True,False,True,60,False
1621,270000,3,35,4,True,False,False,True,False,60,False
27927,135000,3,40,13,True,True,True,False,False,60,False
15979,270000,5,36,6,True,True,True,False,False,60,False
19659,72000,3,54,5,True,False,False,False,True,60,False
8558,337500,3,39,1,True,False,True,False,False,60,False
26916,90000,2,52,7,True,True,False,False,True,60,False
34698,157500,3,41,3,True,False,True,False,False,60,False
4134,135000,3,42,1,True,False,False,False,False,60,False
5740,180000,3,55,17,True,True,False,True,False,60,False
31004,180000,3,28,8,True,True,False,False,True,60,False
6195,135000,3,31,8,True,True,True,True,True,60,False
14199,180000,3,31,10,True,True,True,False,False,60,True
7029,261000,3,51,12,True,True,False,False,False,60,False
16442,180000,5,22,1,True,False,False,False,True,60,False
14365,247500,3,47,18,True,True,False,False,False,60,False
33019,135000,3,56,3,True,False,False,False,False,60,False
28942,135000,3,26,1,True,False,False,False,False,60,False
7748,292500,3,50,19,True,True,False,False,True,60,False
18542,270000,3,40,9,True,True,False,False,False,60,False
22835,72000,5,33,0,True,False,False,True,False,60,False
2077,196650,3,58,7,True,True,False,False,False,60,False
19062,157500,3,47,3,True,False,False,False,False,60,False
23177,112500,3,39,0,True,False,True,False,False,60,False
21282,315000,3,44,12,True,True,False,True,False,60,False
29718,225000,3,37,1,True,False,True,False,True,60,False
6055,112500,3,47,4,True,False,False,True,False,60,False
33637,315000,3,48,4,True,False,True,False,False,60,False
21667,180000,3,37,7,True,True,False,False,False,60,False
22852,360000,3,61,5,True,False,False,True,True,60,False
17939,135000,3,43,7,True,True,False,False,True,60,False
32024,112500,3,32,11,True,True,True,False,False,60,False
32957,112500,3,33,0,True,False,True,False,False,60,False
36273,202500,5,37,3,True,False,False,False,False,60,True
22609,198000,3,44,11,True,True,True,True,True,60,False
11303,135000,3,35,1,True,False,True,False,False,60,False
20832,126000,3,59,3,True,False,False,False,True,60,False
2450,135000,3,46,3,True,False,False,True,False,60,False
30935,121500,3,26,4,True,False,False,False,False,60,False
30667,135000,4,39,7,True,True,False,False,False,60,False
1715,270000,3,37,7,True,True,True,True,False,60,False
23421,180000,3,29,3,True,False,True,False,False,60,False
16580,225000,3,27,5,True,False,False,True,True,60,False
24502,112500,3,40,5,True,False,True,False,True,60,False
28252,180000,3,31,1,True,False,True,False,True,60,False
15897,202500,3,50,10,True,True,True,True,False,60,False
5872,247500,3,54,16,True,True,False,False,False,60,False
4626,157500,3,32,9,True,True,True,False,False,60,False
14442,108000,3,38,8,True,True,True,False,False,60,False
19595,112500,3,43,4,True,False,True,False,False,60,False
31667,157500,3,34,3,True,False,True,False,False,60,False
35559,247500,3,39,3,True,False,True,False,True,60,False
16773,270000,3,23,0,True,False,False,False,False,60,False
2600,90000,3,53,3,True,False,False,False,True,60,False
24283,76500,3,41,8,True,True,True,False,True,60,False
12668,139500,3,23,0,True,False,False,True,True,60,False
13886,225000,3,34,2,True,False,True,True,True,60,False
20468,180000,3,32,2,True,False,False,False,True,60,False
13317,225000,3,40,4,True,False,True,True,False,60,False
35603,225000,3,48,0,True,False,False,False,True,60,False
377,180000,2,40,6,True,True,False,False,True,60,False
8652,135000,3,47,2,True,False,False,True,True,60,False
15345,315000,2,51,5,True,False,True,False,True,60,False
4231,202500,3,36,5,True,False,True,True,False,60,False
158,112500,3,57,6,True,True,False,True,True,60,False
24253,157500,3,36,8,True,True,True,True,True,60,False
22934,90000,3,58,12,True,True,False,False,False,60,False
24549,202500,3,46,11,True,True,False,False,False,60,False
14849,202500,3,44,13,True,True,False,False,False,60,False
23484,225000,3,39,1,True,False,False,False,False,60,False
24349,99000,3,27,3,True,False,False,False,True,60,False
33285,112500,5,23,1,True,False,False,False,True,60,False
19333,243000,3,27,9,True,True,True,False,False,60,False
19929,225000,3,25,4,True,False,False,True,False,60,False
19698,216000,3,49,8,True,True,False,False,False,60,False
1985,90000,3,48,10,True,True,False,False,False,60,False
28667,225000,3,32,4,True,False,True,False,False,60,False
3867,99000,3,38,2,True,False,True,False,True,60,False
16688,180000,5,30,4,True,False,False,True,False,60,False
26993,202500,3,52,0,True,False,False,False,True,60,False
14087,81000,3,32,0,True,False,True,True,False,60,False
29911,270000,3,49,3,True,False,True,False,True,60,False
17471,292500,4,46,2,True,False,False,True,False,60,False
9650,157500,5,30,3,True,False,False,False,True,60,False
20085,117000,3,52,1,True,False,True,False,True,60,False
11664,90000,3,59,4,True,False,False,False,False,60,False
8714,180000,3,40,3,True,False,True,True,False,60,False
33505,180000,3,40,8,True,True,True,False,True,60,False
6595,180000,3,41,19,True,True,False,True,False,60,False
35859,252000,3,43,6,True,True,True,False,True,60,False
32357,247500,3,39,0,True,False,True,False,True,60,False
19596,112500,3,43,4,True,False,True,False,False,60,False
322,292500,3,57,23,True,True,False,False,True,60,False
34980,135000,5,25,1,True,False,False,False,True,60,False
22232,360000,3,46,7,True,True,True,False,False,60,False
9487,157500,3,41,10,True,True,False,False,True,60,False
25946,270000,3,37,1,True,False,True,False,True,60,False
35629,157500,3,38,6,True,True,False,False,False,60,False
2256,270000,3,36,3,True,False,True,True,False,60,False
16229,90000,3,40,1,True,False,False,False,False,60,False
35028,135000,3,35,13,True,True,True,False,False,60,False
29941,180000,3,60,1,True,False,False,False,False,60,False
30370,225000,3,25,4,True,False,False,False,True,60,False
15817,135000,3,40,12,True,True,True,True,False,60,False
12840,270000,3,37,3,True,False,True,False,False,60,False
24000,189000,3,44,1,True,False,False,False,False,60,False
32986,180000,3,31,3,True,False,True,True,False,60,False
9079,225000,3,46,1,True,False,False,False,False,60,False
32313,180000,3,56,5,True,False,False,False,True,60,False
7435,157500,3,43,7,True,True,False,False,True,60,False
22220,252000,3,29,2,True,False,True,True,False,60,False
1295,67500,3,42,0,True,False,False,False,True,60,False
10847,202500,3,35,6,True,True,False,False,True,60,False
26988,315000,3,29,8,True,True,False,False,False,60,False
8383,247500,3,43,5,True,False,False,True,True,60,False
3595,225000,3,28,5,True,False,True,False,False,60,False
16664,85500,3,39,8,True,True,True,True,False,60,False
12010,315000,3,35,1,True,False,False,False,True,60,False
30591,234000,3,49,4,True,False,False,False,True,60,False
17730,112500,3,38,0,True,False,True,False,False,60,False
19484,81000,3,27,5,True,False,False,False,True,60,False
3586,45000,3,42,2,True,False,True,False,True,60,False
27201,315000,3,37,5,True,False,True,True,False,60,False
364,144000,3,43,24,True,True,False,False,False,60,False
26074,112500,5,28,4,True,False,False,False,True,60,False
9012,135000,3,28,6,True,True,True,True,False,60,False
17900,90000,3,27,5,True,False,True,False,True,60,False
22318,225000,3,53,5,True,False,False,False,False,60,False
21477,180000,3,63,4,True,False,False,False,True,60,False
28573,193500,3,30,3,True,False,False,False,False,60,False
10358,126000,3,31,3,True,False,True,False,True,60,False
12222,135000,3,33,11,True,True,False,False,True,60,False
24851,315000,3,55,10,True,True,False,False,True,60,False
19975,112500,3,51,12,True,True,False,False,False,60,False
19801,67500,3,55,19,True,True,False,False,True,60,False
18773,157500,3,31,3,True,False,False,True,False,60,False
33524,157500,3,36,8,True,True,True,False,True,60,False
5243,180000,3,65,16,True,True,False,False,False,60,False
7347,180000,3,47,23,True,True,False,True,False,60,False
25506,180000,3,44,2,True,False,False,False,True,60,False
36187,180000,3,39,11,True,True,True,False,False,60,True
20750,67500,3,42,0,True,False,False,False,False,60,False
26234,126000,3,58,5,True,False,False,False,False,60,False
34513,157500,3,53,0,True,False,False,False,False,60,False
16560,112500,3,51,3,True,False,False,False,False,60,False
15293,135000,3,36,4,True,False,False,False,False,60,False
11613,144000,3,33,7,True,True,False,True,True,60,False
21796,90000,3,43,21,True,True,True,False,True,60,False
14838,162000,3,39,19,True,True,False,False,True,60,False
32186,112500,3,29,4,True,False,True,False,True,60,False
32557,135000,3,50,3,True,False,False,False,False,60,False
15501,315000,3,53,11,True,True,False,False,False,60,False
14986,225000,3,31,2,True,False,True,True,True,60,False
24389,157500,3,30,2,True,False,True,False,False,60,False
23850,76500,3,47,3,True,False,False,False,True,60,False
23265,270000,3,28,1,True,False,True,False,True,60,False
2264,225000,3,37,1,True,False,True,False,True,60,False
32738,360000,3,32,8,True,True,False,False,True,60,False
3689,157500,3,39,10,True,True,True,False,False,60,False
24130,225000,0,39,9,True,True,False,False,True,60,False
13933,135000,3,27,6,True,True,True,True,False,60,False
9085,225000,3,46,1,True,False,False,False,False,60,False
2763,157500,3,43,4,True,False,True,False,False,60,False
21713,112500,3,38,5,True,False,False,False,True,60,False
25544,157500,3,32,7,True,True,True,False,False,60,False
24736,225000,4,27,2,True,False,True,False,False,60,False
12843,270000,3,37,3,True,False,True,False,False,60,False
33378,135000,3,42,7,True,True,True,True,False,60,False
5593,225000,5,37,14,True,True,True,False,False,60,False
26835,121500,3,31,0,True,False,True,True,True,60,False
6618,135000,3,39,6,True,True,False,False,False,60,False
9345,180000,3,35,0,True,False,False,True,True,60,False
18403,270000,3,31,6,True,True,True,False,False,60,False
26968,207000,3,51,6,True,True,False,False,False,60,False
16953,270000,3,54,4,True,False,False,True,True,60,False
19623,202500,3,53,32,True,True,False,False,True,60,False
15144,225000,3,57,2,True,False,False,False,False,60,False
23488,139500,3,24,0,True,False,False,False,True,60,False
18269,112500,3,37,9,True,True,True,False,False,60,False
24045,202500,3,31,4,True,False,False,False,True,60,False
27792,81000,3,54,0,True,False,False,False,True,60,False
34385,157500,3,28,2,True,False,False,False,False,60,False
11954,225000,3,45,8,True,True,True,False,True,60,False
2753,202500,3,41,22,True,True,False,False,True,60,False
9509,225000,3,27,0,True,False,False,False,True,60,False
25530,157500,3,43,3,True,False,False,False,False,60,False
21758,112500,3,53,30,True,True,True,False,False,60,False
31948,112500,3,41,0,True,False,True,False,False,60,False
14997,112500,5,25,0,True,False,False,True,False,60,False
31774,225000,3,35,5,True,False,True,False,False,60,False
16576,63000,3,39,8,True,True,True,False,False,60,False
20240,112500,5,54,3,True,False,False,False,True,60,False
14718,112500,3,25,4,True,False,False,False,False,60,False
16636,202500,3,43,13,True,True,True,True,True,60,False
20384,72000,3,51,4,True,False,False,False,True,60,False
25064,90000,3,50,2,True,False,False,False,False,60,False
627,144000,3,47,2,True,False,False,False,True,60,False
17621,220500,3,53,2,True,False,False,True,True,60,False
31813,225000,3,28,9,True,True,True,True,False,60,False
2199,40500,4,35,5,True,False,True,False,False,60,False
31468,121500,3,47,6,True,True,False,False,True,60,False
29173,202500,3,30,5,True,False,False,False,False,60,False
19310,315000,3,49,30,True,True,False,False,False,60,False
34093,126000,3,62,6,True,True,False,False,True,60,False
11652,180000,3,59,12,True,True,False,True,False,60,False
35092,211500,3,46,5,True,False,False,False,False,60,False
15319,180000,3,31,6,True,True,False,False,False,60,False
8427,180000,2,28,8,True,True,True,True,False,60,False
31516,135000,3,30,0,True,False,True,True,True,60,False
3934,157500,3,31,4,True,False,False,False,False,60,False
9956,157500,3,52,8,True,True,True,False,False,60,False
22115,148500,3,40,5,True,False,False,False,False,60,False
19451,135000,3,56,25,True,True,False,False,True,60,False
18175,112500,3,32,1,True,False,True,True,True,60,False
19214,112500,3,31,2,True,False,True,True,False,60,False
10768,157500,3,52,10,True,True,False,True,False,60,False
28934,126000,3,27,1,True,False,True,True,True,60,False
24449,252000,3,41,14,True,True,False,False,True,60,False
12949,180000,3,51,5,True,False,False,True,True,60,True
6877,90000,3,39,1,True,False,True,True,False,60,False
24235,112500,2,40,14,True,True,True,False,False,60,False
28110,135000,3,39,20,True,True,True,False,False,60,False
20797,99000,3,48,14,True,True,True,False,False,60,False
30651,157500,3,31,8,True,True,False,False,False,60,False
29303,180000,3,26,5,True,False,False,False,False,60,False
11647,270000,3,52,7,True,True,False,False,True,60,False
19081,180000,5,26,3,True,False,False,False,True,60,False
35736,180000,3,36,10,True,True,True,False,True,60,False
8643,135000,3,32,1,True,False,False,False,False,60,False
6694,202500,5,22,2,True,False,False,False,True,60,False
27613,202500,3,28,2,True,False,True,False,True,60,False
11881,157500,3,35,7,True,True,True,True,False,60,False
9852,90000,3,41,4,True,False,False,False,True,60,False
29853,135000,3,31,12,True,True,False,False,False,60,False
21944,270000,2,30,4,True,False,True,False,False,60,False
9415,333000,3,31,4,True,False,True,True,False,60,False
23539,225000,3,56,15,True,True,False,False,False,60,False
9679,157500,3,33,2,True,False,False,False,True,60,False
24893,306000,3,43,4,True,False,False,False,False,60,False
18663,202500,3,43,13,True,True,False,False,False,60,False
4629,157500,3,32,9,True,True,True,False,False,60,False
25393,225000,3,31,9,True,True,False,False,True,60,False
7902,202500,3,30,8,True,True,True,False,False,60,False
16151,135000,3,31,12,True,True,False,False,False,60,False
12055,135000,3,40,6,True,True,True,False,False,60,False
18305,180000,3,41,3,True,False,True,True,False,60,False
14499,270000,3,41,3,True,False,False,False,False,60,False
27261,180000,3,37,14,True,True,True,False,False,60,False
18840,103500,3,42,5,True,False,True,False,True,60,False
34077,216000,2,35,6,True,True,True,False,True,60,False
1516,202500,5,33,1,True,False,False,False,False,60,False
25442,135000,3,29,8,True,True,True,False,False,60,False
7441,112500,3,54,7,True,True,False,False,False,60,False
12734,112500,3,52,4,True,False,False,False,False,60,False
4551,90000,5,28,4,True,False,True,False,False,60,False
11976,126000,3,42,6,True,True,False,False,True,60,False
24511,112500,3,27,1,True,False,True,True,True,60,False
33403,157500,2,49,6,True,True,False,False,False,60,False
27254,90000,3,44,2,True,False,False,False,False,60,False
28206,157500,3,32,1,True,False,True,False,False,60,False
9007,135000,5,30,6,True,True,True,False,False,60,False
6117,270000,3,33,0,True,False,False,True,False,60,False
15550,270000,3,54,12,True,True,False,False,True,60,False
3223,180000,3,34,2,True,False,False,False,False,60,False
7755,315000,3,45,0,True,False,True,False,False,60,False
17585,247500,3,44,4,True,False,False,True,False,60,False
31473,121500,3,47,6,True,True,False,False,True,60,False
14386,63000,3,54,4,True,False,False,False,True,60,False
7742,112500,3,30,1,True,False,False,False,True,60,False
31861,135000,3,31,3,True,False,False,False,False,60,False
12685,270000,3,37,10,True,True,False,False,False,60,False
304,157500,3,35,8,True,True,False,False,True,60,False
27350,202500,3,36,7,True,True,True,False,False,60,False
17749,90000,3,52,7,True,True,True,False,False,60,False
5756,99000,4,29,1,True,False,False,False,False,60,False
17291,225000,3,48,8,True,True,False,True,True,60,False
8054,175500,3,49,8,True,True,False,True,False,60,False
15926,216000,3,28,4,True,False,True,False,True,60,False
34206,121500,3,32,8,True,True,True,False,True,60,False
12605,117000,3,47,12,True,True,False,False,False,60,False
33217,360000,3,47,5,True,False,False,True,False,60,False
13143,112500,3,40,6,True,True,False,False,True,60,False
14723,225000,3,30,0,True,False,True,False,True,60,False
28720,112500,3,56,7,True,True,False,False,True,60,False
21889,112500,3,44,4,True,False,False,False,False,60,False
1141,247500,3,54,22,True,True,False,True,False,60,False
1886,225000,3,37,3,True,False,True,True,False,60,False
30617,180000,3,31,3,True,False,True,True,True,60,False
